IB1,IB2,IB3,IB4,IB5,IH1,IH2,IH3,IH4,lang,education_level,sex,country_origin,country,age,continent
5,2,5,4,4,1,1,1,1,3,Master's degree,Female,1.0,ITA,25.0,Europe
2,2,5,6,4,2,1,5,1,3,Master's degree,Female,1.0,ITA,28.0,Europe
2,2,5,6,4,1,1,1,2,6,Bachelor's degree,Female,66.0,ESP,21.0,Europe
6,4,5,7,7,1,3,2,2,3,High school,Female,1.0,ITA,23.0,Europe
7,2,1,7,7,4,7,4,7,3,High school,Male,1.0,ITA,30.0,Europe
5,4,4,6,6,4,1,6,6,3,Master's degree,Female,1.0,ITA,57.0,Europe
6,2,2,6,6,2,6,2,2,3,High school,Female,1.0,ITA,48.0,Europe
5,5,5,7,7,1,7,7,2,3,Bachelor's degree,Male,1.0,ITA,24.0,Europe
6,5,3,7,6,1,1,1,1,3,High school,Female,1.0,ITA,48.0,Europe
3,2,5,7,6,1,1,1,3,3,Master's degree,Male,1.0,ITA,25.0,Europe
6,4,6,6,4,2,4,2,2,3,High school,Female,1.0,ITA,22.0,Europe
7,5,7,6,6,5,6,5,3,3,Master's degree,Male,1.0,ITA,24.0,Europe
4,1,1,6,2,5,1,5,2,3,High school,Male,1.0,ITA,18.0,Europe
7,7,7,6,6,6,3,3,5,6,Master's degree,Female,66.0,GBR,56.0,Europe
5,5,3,3,6,1,1,2,2,3,Bachelor's degree,Female,1.0,ITA,22.0,Europe
6,6,6,6,6,2,2,2,2,3,High school,Male,1.0,ITA,55.0,Europe
2,2,2,1,7,1,1,2,1,3,Master's degree,Female,1.0,ITA,26.0,Europe
5,3,3,6,2,3,1,2,2,6,Bachelor's degree,Female,66.0,ESP,18.0,Europe
6,5,5,6,5,1,4,2,1,3,High school,Female,1.0,ITA,24.0,Europe
6,2,7,4,4,4,2,1,2,1,Bachelor's degree,Male,156.0,NZL,73.0,Oceania
1,5,5,4,1,5,1,5,6,3,Master's degree,Male,1.0,ITA,34.0,Europe
3,3,2,3,5,5,4,5,5,1,High school,Female,200.0,AUS,18.0,Oceania
7,5,6,1,4,1,1,1,1,6,Bachelor's degree,Female,66.0,ESP,20.0,Europe
6,3,4,5,2,1,2,3,4,6,Bachelor's degree,Female,66.0,ESP,19.0,Europe
6,1,3,7,2,1,6,2,1,3,Master's degree,Female,1.0,ITA,26.0,Europe
7,5,6,1,7,2,1,5,2,6,Doctoral degree,Female,66.0,ESP,34.0,Europe
6,6,3,5,6,2,3,1,5,3,Bachelor's degree,Female,1.0,ITA,22.0,Europe
6,2,2,6,3,5,1,6,5,3,Bachelor's degree,Male,1.0,ITA,36.0,Europe
5,2,5,5,3,2,3,3,2,6,Bachelor's degree,Female,66.0,ESP,22.0,Europe
5,5,2,2,6,2,6,5,5,3,High school,Female,1.0,ITA,22.0,Europe
2,5,3,3,7,1,1,1,5,3,High school,Female,1.0,ITA,54.0,Europe
6,2,2,3,5,5,5,3,3,3,High school,Male,1.0,ITA,25.0,Europe
5,2,2,4,2,2,1,2,2,3,Master's degree,Male,1.0,ITA,29.0,Europe
5,5,5,6,7,1,1,1,1,3,High school,Female,1.0,ITA,22.0,Europe
5,5,6,1,5,2,2,6,2,3,High school,Male,1.0,ITA,29.0,Europe
6,4,6,2,2,2,2,2,4,6,Doctoral degree,Male,66.0,GBR,61.0,Europe
4,5,5,5,4,2,4,5,2,1,High school,Female,100.0,AUS,18.0,Oceania
3,6,3,3,3,2,3,2,3,1,Bachelor's degree,Female,227.0,GBR,19.0,Europe
5,6,3,3,7,1,4,1,1,3,High school,Female,1.0,ITA,56.0,Europe
7,5,6,7,5,1,1,1,1,3,Master's degree,Female,1.0,ITA,28.0,Europe
5,5,5,1,3,1,3,1,1,3,Bachelor's degree,Male,1.0,ITA,25.0,Europe
5,3,5,2,4,1,5,1,1,3,Bachelor's degree,Female,1.0,ITA,24.0,Europe
7,5,3,6,3,2,3,4,3,3,High school,Female,1.0,ITA,27.0,Europe
5,5,1,1,6,1,1,3,1,3,High school,Female,1.0,ITA,56.0,Europe
7,7,7,7,6,3,2,2,5,3,Master's degree,Female,1.0,ITA,32.0,Europe
5,5,7,2,5,5,1,1,2,6,Master's degree,Female,66.0,GBR,22.0,Europe
6,2,2,2,2,2,2,2,2,3,High school,Female,1.0,ITA,50.0,Europe
4,2,7,7,2,2,1,1,1,3,Bachelor's degree,Female,1.0,ITA,22.0,Europe
6,6,5,6,6,5,4,5,5,1,High school,Female,227.0,GBR,20.0,Europe
5,5,4,4,6,1,1,5,1,3,Master's degree,Male,1.0,ITA,67.0,Europe
7,7,4,7,5,4,6,1,4,3,Master's degree,Female,1.0,ITA,39.0,Europe
7,5,6,6,6,5,1,5,3,3,Bachelor's degree,Male,1.0,ITA,22.0,Europe
5,6,6,6,4,1,6,4,1,3,Master's degree,Female,1.0,ITA,55.0,Europe
3,5,3,2,5,5,5,5,1,3,High school,Male,1.0,ITA,54.0,Europe
6,4,6,6,6,4,6,3,6,3,High school,Male,1.0,ITA,57.0,Europe
6,5,2,5,6,3,5,3,4,3,Master's degree,Female,1.0,ITA,27.0,Europe
5,6,6,5,5,5,2,4,5,6,Bachelor's degree,Female,66.0,ESP,22.0,Europe
2,5,3,2,5,2,2,3,3,3,Bachelor's degree,Female,1.0,ITA,28.0,Europe
3,4,1,6,4,1,5,6,4,3,Bachelor's degree,Male,1.0,ITA,22.0,Europe
6,5,6,6,4,4,4,6,4,6,Bachelor's degree,Female,66.0,ESP,18.0,Europe
7,6,6,6,7,3,4,5,5,3,High school,Female,1.0,ITA,42.0,Europe
3,3,3,5,3,3,5,2,6,3,Bachelor's degree,Male,1.0,ITA,23.0,Europe
5,5,5,6,6,5,4,6,3,3,Bachelor's degree,Male,1.0,ITA,24.0,Europe
3,5,5,6,3,4,2,7,3,1,High school,Male,228.0,USA,20.0,North America
5,3,4,5,5,5,6,6,6,3,Bachelor's degree,Male,1.0,ITA,20.0,Europe
3,3,3,5,2,5,3,6,5,1,Bachelor's degree,Female,156.0,NZL,22.0,Oceania
6,1,1,5,3,1,1,1,5,3,Master's degree,Male,1.0,ITA,65.0,Europe
7,2,5,6,3,1,2,2,3,3,High school,Female,1.0,ITA,19.0,Europe
2,1,2,7,1,2,1,1,6,1,Below high school,Female,38.0,CAN,38.0,North America
4,4,4,4,4,4,4,4,1,1,Bachelor's degree,Male,228.0,USA,30.0,North America
5,5,2,5,6,3,4,4,6,1,Bachelor's degree,Female,156.0,NZL,31.0,Oceania
5,5,2,1,3,1,3,1,2,1,Bachelor's degree,Female,227.0,NZL,21.0,Oceania
6,3,5,6,6,3,1,3,2,3,High school,Female,1.0,ITA,21.0,Europe
6,4,5,5,6,5,1,5,5,3,Master's degree,Male,1.0,ITA,52.0,Europe
4,4,4,5,7,4,5,6,5,3,Master's degree,Male,1.0,ITA,28.0,Europe
2,2,4,4,3,1,1,5,4,1,Bachelor's degree,Female,234.0,AUS,46.0,Oceania
5,3,5,2,5,5,2,2,5,3,Master's degree,Female,1.0,ITA,30.0,Europe
6,5,3,6,3,2,1,1,3,3,High school,Male,1.0,ITA,19.0,Europe
2,2,3,2,2,3,2,2,2,3,High school,Male,1.0,ITA,53.0,Europe
7,4,3,6,1,2,1,2,3,3,Below high school,Female,1.0,ITA,50.0,Europe
5,2,2,2,3,4,2,2,3,3,Master's degree,Female,1.0,ITA,22.0,Europe
6,2,4,6,5,2,3,3,3,1,High school,Female,13.0,AUS,19.0,Oceania
7,6,5,6,4,1,2,3,3,6,Bachelor's degree,Female,176.0,ESP,23.0,Europe
5,7,6,6,7,2,5,6,3,3,High school,Female,1.0,ITA,57.0,Europe
2,5,7,2,5,5,3,6,2,3,High school,Male,1.0,ITA,21.0,Europe
7,2,3,5,6,2,1,2,3,6,Doctoral degree,Female,60.0,ESP,27.0,Europe
6,3,6,6,4,3,4,6,4,3,High school,Male,1.0,ITA,24.0,Europe
3,5,3,2,3,3,6,3,3,1,Bachelor's degree,Female,227.0,GBR,19.0,Europe
7,1,3,3,2,4,4,1,5,1,High school,Male,227.0,GBR,19.0,Europe
1,6,1,7,4,1,1,1,2,3,Doctoral degree,Female,1.0,ITA,46.0,Europe
7,5,3,3,5,5,2,4,5,1,High school,Female,24.0,GBR,18.0,Europe
5,5,4,2,5,1,5,6,2,3,High school,Male,1.0,ITA,59.0,Europe
5,3,5,1,7,2,3,4,5,3,Bachelor's degree,Male,1.0,ITA,22.0,Europe
1,3,1,1,1,1,1,1,1,1,Bachelor's degree,Female,227.0,GBR,22.0,Europe
3,4,3,4,3,3,4,5,5,1,High school,Female,227.0,GBR,42.0,Europe
7,2,1,7,1,1,2,1,1,6,Bachelor's degree,Male,66.0,ESP,29.0,Europe
5,5,5,6,3,5,7,7,5,1,Bachelor's degree,Male,227.0,GBR,24.0,Europe
5,2,5,2,2,5,2,3,5,3,High school,Male,1.0,ITA,19.0,Europe
7,7,7,6,6,6,5,6,1,3,High school,Female,1.0,ITA,26.0,Europe
5,5,5,3,3,5,2,2,5,1,Bachelor's degree,Female,227.0,GBR,29.0,Europe
1,2,2,6,2,2,2,2,2,1,High school,Female,227.0,GBR,34.0,Europe
3,6,2,3,2,1,2,2,3,1,High school,Male,227.0,GBR,51.0,Europe
5,7,3,4,7,5,7,6,7,3,Master's degree,Male,1.0,ITA,67.0,Europe
6,5,3,3,3,6,5,6,5,1,Bachelor's degree,Female,227.0,GBR,20.0,Europe
5,5,6,5,6,4,2,2,4,3,Bachelor's degree,Male,1.0,ITA,26.0,Europe
6,5,4,6,5,3,2,2,3,1,Master's degree,Female,227.0,GBR,65.0,Europe
5,5,3,6,5,5,3,2,6,1,Bachelor's degree,Female,227.0,GBR,36.0,Europe
7,6,1,6,4,1,2,7,4,3,High school,Male,1.0,ITA,34.0,Europe
6,6,6,6,6,2,6,5,5,3,Bachelor's degree,Female,1.0,ITA,56.0,Europe
3,6,7,2,5,3,3,2,3,3,Master's degree,Male,1.0,ITA,31.0,Europe
4,4,6,4,3,6,4,4,4,1,Bachelor's degree,Female,165.0,GBR,20.0,Europe
7,7,3,3,7,5,1,1,3,3,High school,Female,1.0,ITA,48.0,Europe
2,2,2,5,3,3,2,2,5,1,High school,Female,227.0,GBR,37.0,Europe
5,5,4,5,5,5,6,5,4,3,High school,Female,1.0,ITA,25.0,Europe
7,5,6,2,6,2,3,2,2,6,Bachelor's degree,Female,66.0,ESP,20.0,Europe
7,4,4,2,2,2,5,4,4,3,Master's degree,Female,1.0,ITA,50.0,Europe
1,2,4,2,2,4,3,7,4,1,Bachelor's degree,Female,227.0,GBR,22.0,Europe
7,5,6,7,4,5,4,7,5,6,Bachelor's degree,Female,23.0,ESP,55.0,Europe
2,3,5,2,2,6,4,6,7,3,Bachelor's degree,Male,1.0,ITA,28.0,Europe
6,5,2,2,2,2,6,2,2,6,High school,Male,66.0,ESP,55.0,Europe
5,6,5,2,7,5,7,7,6,1,Bachelor's degree,Male,227.0,GBR,22.0,Europe
7,1,4,1,4,1,1,1,1,3,Master's degree,Female,1.0,ITA,42.0,Europe
6,5,4,2,7,1,1,4,1,3,High school,Male,1.0,ITA,66.0,Europe
5,3,6,6,7,6,5,5,6,1,Bachelor's degree,Female,227.0,GBR,20.0,Europe
6,6,4,6,6,3,3,1,5,1,High school,Female,227.0,GBR,20.0,Europe
4,5,4,1,5,2,1,5,2,6,Bachelor's degree,Female,66.0,ESP,19.0,Europe
5,2,2,1,7,1,2,1,1,3,Master's degree,Female,1.0,ITA,64.0,Europe
6,6,3,3,3,5,6,6,3,3,Bachelor's degree,Male,1.0,ITA,31.0,Europe
1,6,5,2,3,5,5,2,5,1,High school,Male,227.0,GBR,20.0,Europe
5,4,4,5,4,4,5,5,4,1,High school,Female,227.0,GBR,45.0,Europe
2,7,3,6,5,6,6,7,4,1,Bachelor's degree,Male,81.0,GBR,25.0,Europe
5,5,5,3,5,4,2,5,4,1,High school,Female,228.0,USA,19.0,North America
7,5,3,5,6,5,1,5,5,3,Master's degree,Female,1.0,ITA,26.0,Europe
6,2,2,4,3,2,4,2,2,3,Bachelor's degree,Female,1.0,ITA,23.0,Europe
5,1,1,1,2,1,1,2,1,3,Bachelor's degree,Female,1.0,ITA,22.0,Europe
2,1,5,5,5,3,1,5,6,3,Bachelor's degree,Male,1.0,ITA,23.0,Europe
6,5,5,7,5,2,4,3,1,3,High school,Female,1.0,ITA,33.0,Europe
6,6,5,7,5,1,1,1,5,6,Master's degree,Male,66.0,ESP,32.0,Europe
6,5,5,6,6,1,6,5,6,3,High school,Female,1.0,ITA,22.0,Europe
6,5,6,6,5,5,7,7,5,6,Master's degree,Male,66.0,ESP,28.0,Europe
7,6,5,2,5,2,5,3,4,3,High school,Female,1.0,ITA,21.0,Europe
5,2,6,4,3,2,1,5,3,3,Master's degree,Male,1.0,ITA,28.0,Europe
1,1,1,2,1,2,6,2,1,1,High school,Male,227.0,GBR,19.0,Europe
2,1,5,2,3,1,1,5,2,3,High school,Female,1.0,ITA,19.0,Europe
5,4,6,6,2,2,2,2,2,6,Doctoral degree,Female,66.0,ESP,26.0,Europe
1,4,2,5,6,2,1,4,5,3,Master's degree,Male,1.0,ITA,26.0,Europe
5,4,6,4,4,5,1,3,3,1,High school,Female,228.0,USA,19.0,North America
6,5,6,1,6,5,1,2,2,3,Master's degree,Male,1.0,ITA,24.0,Europe
2,6,3,2,3,3,2,2,2,3,Master's degree,Female,1.0,ITA,41.0,Europe
3,6,6,6,6,2,4,2,6,6,Master's degree,Female,176.0,ESP,28.0,Europe
3,5,5,4,6,4,6,5,6,3,Bachelor's degree,Male,1.0,ITA,28.0,Europe
6,6,6,5,3,5,5,6,6,3,High school,Male,1.0,ITA,54.0,Europe
7,4,1,3,7,1,4,4,4,3,High school,Female,1.0,ITA,53.0,Europe
3,3,2,3,3,2,4,5,4,1,High school,Male,228.0,USA,18.0,North America
4,5,5,5,6,1,1,1,3,1,High school,Male,227.0,GBR,41.0,Europe
1,6,5,3,4,2,4,4,5,1,Bachelor's degree,Female,227.0,GBR,33.0,Europe
6,3,5,1,5,6,6,7,1,1,High school,Male,227.0,GBR,39.0,Europe
2,4,2,2,4,2,4,4,3,1,Bachelor's degree,Female,227.0,GBR,28.0,Europe
1,5,1,7,6,5,2,2,6,1,Bachelor's degree,Female,227.0,GBR,65.0,Europe
6,5,5,3,4,3,2,5,5,1,Bachelor's degree,Female,104.0,GBR,46.0,Europe
7,6,5,5,4,5,6,4,7,1,High school,Male,227.0,GBR,69.0,Europe
2,2,5,5,6,2,1,1,4,1,High school,Female,228.0,USA,19.0,North America
6,6,2,5,6,1,5,2,2,3,High school,Female,1.0,ITA,49.0,Europe
7,5,5,6,5,1,5,2,3,3,High school,Female,1.0,ITA,59.0,Europe
5,6,5,4,6,1,1,2,2,3,High school,Male,1.0,ITA,29.0,Europe
6,3,5,7,7,1,1,1,2,3,High school,Female,1.0,ITA,25.0,Europe
5,6,5,4,6,4,4,5,3,1,Bachelor's degree,Female,227.0,GBR,38.0,Europe
6,2,6,6,5,1,1,2,2,3,High school,Female,1.0,ITA,25.0,Europe
1,3,2,6,1,5,5,5,4,6,Master's degree,Male,66.0,ESP,29.0,Europe
5,5,3,4,5,3,5,3,3,1,Bachelor's degree,Female,227.0,GBR,35.0,Europe
7,7,7,7,7,6,7,7,6,6,Doctoral degree,Male,66.0,ESP,39.0,Europe
5,6,7,3,7,5,1,7,4,1,High school,Male,228.0,USA,20.0,North America
3,6,2,5,5,2,2,7,3,1,Bachelor's degree,Male,227.0,GBR,37.0,Europe
7,6,3,4,5,1,2,1,2,1,High school,Male,228.0,USA,19.0,North America
1,3,3,5,3,5,5,5,5,1,High school,Female,228.0,USA,19.0,North America
2,3,5,4,4,2,1,2,2,1,High school,Female,228.0,USA,18.0,North America
7,1,5,1,3,1,4,1,1,1,High school,Female,228.0,USA,19.0,North America
6,7,5,6,7,1,6,6,2,3,Master's degree,Female,1.0,ITA,26.0,Europe
6,2,2,4,5,1,1,4,1,3,High school,Male,1.0,ITA,31.0,Europe
6,4,4,5,4,3,1,2,2,1,High school,Female,228.0,USA,19.0,North America
2,6,4,6,6,1,1,3,2,3,High school,Female,1.0,ITA,21.0,Europe
6,7,6,2,4,4,4,4,4,1,High school,Female,228.0,USA,19.0,North America
5,2,3,4,6,3,5,3,5,1,High school,Female,228.0,USA,18.0,North America
5,6,3,4,5,5,5,5,3,1,High school,Female,228.0,USA,19.0,North America
7,1,5,4,4,3,1,2,3,1,High school,Female,140.0,USA,18.0,North America
3,4,5,5,5,1,2,5,5,1,Bachelor's degree,Female,227.0,GBR,42.0,Europe
2,6,3,2,5,3,5,6,5,1,High school,Male,227.0,AUS,18.0,Oceania
3,6,5,3,3,4,5,4,5,1,High school,Male,228.0,USA,19.0,North America
5,6,5,6,6,2,3,5,2,1,High school,Female,228.0,USA,19.0,North America
6,5,2,2,5,5,3,5,3,1,High school,Male,116.0,USA,18.0,North America
1,5,3,1,3,4,5,3,3,1,High school,Male,156.0,NZL,21.0,Oceania
3,5,3,3,3,4,3,3,5,1,High school,Female,228.0,USA,19.0,North America
5,2,3,3,4,3,3,3,3,1,High school,Female,228.0,USA,21.0,North America
5,2,2,6,1,6,1,3,4,3,High school,Male,1.0,ITA,23.0,Europe
3,3,2,6,4,2,2,3,5,1,High school,Female,228.0,USA,19.0,North America
5,2,2,5,3,5,3,5,5,1,High school,Female,228.0,USA,18.0,North America
7,5,3,5,5,1,4,2,3,3,Bachelor's degree,Female,1.0,ITA,26.0,Europe
2,3,3,5,5,5,5,2,5,1,Bachelor's degree,Female,195.0,NZL,20.0,Oceania
7,5,4,2,4,4,4,4,4,1,High school,Female,140.0,USA,21.0,North America
2,6,6,3,6,7,1,3,6,1,Bachelor's degree,Female,156.0,NZL,25.0,Oceania
7,4,5,5,5,2,1,5,5,1,High school,Female,228.0,USA,18.0,North America
6,5,6,5,6,4,4,3,4,1,High school,Female,228.0,USA,18.0,North America
3,5,7,3,3,5,2,5,5,1,High school,Female,82.0,USA,19.0,North America
5,5,5,6,6,5,3,1,4,1,High school,Female,13.0,AUS,32.0,Oceania
7,2,2,5,5,2,3,2,5,1,High school,Female,228.0,USA,21.0,North America
4,3,2,4,6,2,3,6,6,1,Bachelor's degree,Female,44.0,USA,21.0,North America
5,2,6,1,3,3,3,4,1,1,High school,Male,228.0,USA,19.0,North America
5,5,6,4,6,2,4,5,3,1,Bachelor's degree,Female,228.0,USA,19.0,North America
5,5,6,6,6,4,3,6,6,1,High school,Female,228.0,USA,19.0,North America
5,2,6,4,4,3,4,5,4,1,High school,Female,228.0,USA,19.0,North America
6,6,6,5,5,3,3,4,4,1,High school,Male,228.0,USA,19.0,North America
5,4,5,2,4,4,4,4,5,1,Bachelor's degree,Female,228.0,USA,20.0,North America
2,6,5,6,5,3,3,5,4,1,Bachelor's degree,Female,228.0,USA,20.0,North America
6,5,6,7,6,5,4,4,3,1,High school,Male,227.0,GBR,23.0,Europe
3,6,5,2,2,5,5,6,4,1,High school,Female,228.0,USA,20.0,North America
3,6,3,5,5,1,1,3,3,1,High school,Female,228.0,USA,19.0,North America
2,2,2,2,5,2,5,3,3,1,Bachelor's degree,Female,44.0,USA,18.0,North America
4,5,5,4,4,5,6,5,5,1,High school,Female,228.0,USA,20.0,North America
5,4,2,5,1,3,3,3,3,1,High school,Female,228.0,USA,19.0,North America
6,5,6,5,5,5,6,5,5,1,High school,Female,114.0,USA,19.0,North America
2,3,5,3,5,5,2,5,5,1,High school,Female,228.0,USA,20.0,North America
1,5,7,1,1,5,5,2,2,1,High school,Female,228.0,USA,30.0,North America
3,1,1,4,1,1,6,5,3,1,High school,Female,44.0,USA,19.0,North America
4,4,3,6,7,3,3,2,4,1,High school,Female,228.0,USA,19.0,North America
5,4,5,4,4,5,4,4,5,1,High school,Female,228.0,USA,19.0,North America
7,5,4,6,4,1,1,2,2,1,High school,Female,228.0,USA,20.0,North America
6,2,5,6,3,1,1,3,4,1,High school,Female,228.0,USA,22.0,North America
5,5,5,5,5,4,3,4,4,1,High school,Female,200.0,AUS,18.0,Oceania
1,4,4,2,3,3,2,4,4,1,High school,Female,172.0,USA,22.0,North America
4,5,6,6,4,5,3,4,5,1,High school,Female,228.0,USA,23.0,North America
5,4,5,6,4,5,4,5,5,1,High school,Female,228.0,USA,19.0,North America
7,6,5,3,5,5,1,5,3,1,Bachelor's degree,Female,228.0,USA,26.0,North America
5,5,3,3,2,2,1,4,4,1,Bachelor's degree,Female,228.0,USA,18.0,North America
4,6,6,6,4,5,4,6,6,1,High school,Female,100.0,USA,19.0,North America
7,7,1,3,5,1,3,2,1,1,Bachelor's degree,Female,228.0,USA,21.0,North America
2,6,6,5,4,3,2,6,3,3,Bachelor's degree,Female,207.0,ITA,22.0,Europe
7,6,4,5,6,3,2,2,5,1,High school,Female,228.0,USA,19.0,North America
6,5,2,1,4,3,4,4,6,1,High school,Female,228.0,USA,18.0,North America
2,6,2,4,5,2,1,6,2,1,High school,Female,228.0,USA,19.0,North America
5,7,5,3,3,5,5,5,5,1,Bachelor's degree,Male,228.0,USA,21.0,North America
5,5,1,3,5,5,2,5,5,1,High school,Female,228.0,USA,20.0,North America
5,5,4,5,4,4,7,3,5,1,High school,Female,228.0,USA,18.0,North America
6,4,5,6,6,5,5,5,5,3,High school,Male,1.0,ITA,56.0,Europe
2,5,2,1,3,5,4,5,5,1,High school,Female,13.0,AUS,18.0,Oceania
3,6,5,2,6,4,6,5,5,1,High school,Female,228.0,USA,19.0,North America
6,6,6,6,6,2,2,2,2,1,High school,Female,228.0,USA,19.0,North America
2,6,5,5,4,6,3,5,4,1,High school,Male,227.0,GBR,52.0,Europe
6,2,6,2,2,2,5,4,2,6,Doctoral degree,Male,66.0,ESP,31.0,Europe
6,2,6,6,3,4,6,6,2,3,Below high school,Female,1.0,ITA,71.0,Europe
7,5,6,7,6,6,1,1,6,3,Doctoral degree,Male,1.0,ITA,56.0,Europe
5,5,4,5,5,3,4,1,3,3,High school,Female,1.0,ITA,50.0,Europe
6,6,6,6,7,1,6,1,1,3,High school,Female,1.0,ITA,53.0,Europe
7,7,7,3,7,3,2,2,1,6,Bachelor's degree,Female,66.0,GBR,20.0,Europe
6,5,6,3,6,6,5,5,5,1,High school,Female,13.0,AUS,21.0,Oceania
5,5,5,3,3,5,6,6,5,6,Master's degree,Female,66.0,GBR,21.0,Europe
3,4,3,2,4,2,2,3,2,3,Bachelor's degree,Female,1.0,ITA,23.0,Europe
6,4,6,2,6,1,1,1,1,6,Bachelor's degree,Female,66.0,ESP,24.0,Europe
6,5,6,6,5,1,2,1,2,6,Master's degree,Female,67.0,GBR,25.0,Europe
3,1,6,5,4,4,3,3,4,3,High school,Female,1.0,ITA,19.0,Europe
7,2,6,1,6,5,3,5,5,3,Bachelor's degree,Male,1.0,ITA,23.0,Europe
6,1,5,6,2,4,4,5,4,3,High school,Female,1.0,ITA,59.0,Europe
4,5,5,4,4,6,6,4,4,3,Bachelor's degree,Female,1.0,ITA,22.0,Europe
5,2,5,4,5,2,2,4,2,3,Bachelor's degree,Female,1.0,ITA,29.0,Europe
3,5,4,1,2,5,5,5,2,3,High school,Female,1.0,ITA,52.0,Europe
5,2,4,3,5,2,3,2,2,3,Master's degree,Male,1.0,ITA,57.0,Europe
3,5,6,6,6,1,2,2,3,3,Master's degree,Female,1.0,ITA,32.0,Europe
5,5,2,6,5,4,4,4,2,3,High school,Female,1.0,ITA,56.0,Europe
2,3,5,3,3,3,1,7,5,1,High school,Male,13.0,AUS,21.0,Oceania
6,5,3,4,3,5,5,5,3,1,High school,Female,227.0,GBR,21.0,Europe
6,4,2,5,4,2,2,5,4,1,High school,Female,65.0,USA,18.0,North America
1,5,1,5,2,1,1,5,3,1,Bachelor's degree,Female,227.0,GBR,21.0,Europe
6,3,6,2,5,2,2,2,2,1,Bachelor's degree,Female,156.0,NZL,19.0,Oceania
7,7,6,2,6,6,5,5,5,1,High school,Female,153.0,NLD,20.0,Europe
6,2,2,2,2,2,1,1,2,3,Master's degree,Female,1.0,ITA,24.0,Europe
4,3,4,5,6,2,2,3,3,1,Bachelor's degree,Female,227.0,GBR,21.0,Europe
3,6,5,3,4,2,3,4,4,1,High school,Female,114.0,NLD,18.0,Europe
6,5,6,2,6,6,6,6,4,1,Bachelor's degree,Male,227.0,GBR,21.0,Europe
4,5,5,5,4,3,3,3,5,1,Bachelor's degree,Female,227.0,GBR,21.0,Europe
2,7,5,6,2,6,2,5,5,6,Bachelor's degree,Male,66.0,GBR,20.0,Europe
5,4,3,3,5,2,2,5,2,1,High school,Female,13.0,AUS,19.0,Oceania
7,4,5,7,5,2,1,4,4,3,Doctoral degree,Female,1.0,ITA,32.0,Europe
5,5,3,5,6,2,6,6,5,3,High school,Male,1.0,ITA,27.0,Europe
6,7,3,7,1,5,3,1,5,1,Bachelor's degree,Male,227.0,GBR,22.0,Europe
6,5,6,6,7,2,2,2,2,3,Bachelor's degree,Male,1.0,ITA,37.0,Europe
5,6,3,6,2,3,5,5,5,1,Bachelor's degree,Male,227.0,GBR,21.0,Europe
6,3,3,1,3,1,1,2,1,3,High school,Male,1.0,ITA,19.0,Europe
3,2,2,2,3,2,3,2,2,3,Bachelor's degree,Male,1.0,ITA,23.0,Europe
4,2,1,4,5,4,5,4,5,1,High school,Female,228.0,USA,18.0,North America
3,5,5,3,3,3,5,4,5,1,Bachelor's degree,Female,227.0,GBR,21.0,Europe
5,5,3,6,5,5,1,5,5,1,High school,Male,228.0,USA,19.0,North America
2,6,5,3,5,5,4,5,5,6,Bachelor's degree,Female,66.0,GBR,20.0,Europe
7,5,2,1,4,5,2,6,3,1,High school,Female,228.0,USA,18.0,North America
3,5,6,5,2,2,6,5,7,1,Bachelor's degree,Male,227.0,GBR,22.0,Europe
4,4,3,4,4,2,2,5,5,1,High school,Female,38.0,CAN,18.0,North America
4,2,4,4,2,1,4,4,1,1,High school,Female,228.0,USA,22.0,North America
2,4,6,5,3,6,4,5,6,1,High school,Female,57.0,NLD,19.0,Europe
7,6,2,4,3,2,2,5,3,1,High school,Female,195.0,AUS,22.0,Oceania
1,5,5,2,4,2,1,3,5,1,High school,Female,228.0,USA,46.0,North America
3,4,5,4,4,2,4,3,2,1,Bachelor's degree,Female,214.0,USA,21.0,North America
2,3,7,3,3,1,2,3,3,6,Doctoral degree,Male,66.0,ESP,31.0,Europe
2,5,2,3,2,4,2,6,4,1,High school,Female,228.0,USA,18.0,North America
6,3,5,6,6,2,3,2,2,3,Master's degree,Female,1.0,ITA,26.0,Europe
6,5,4,5,4,5,4,4,6,1,High school,Female,228.0,USA,19.0,North America
4,1,4,2,1,4,1,5,5,1,Bachelor's degree,Female,228.0,USA,20.0,North America
3,3,3,2,5,5,6,7,5,1,High school,Male,228.0,USA,20.0,North America
6,5,5,5,2,2,3,4,4,1,High school,Female,228.0,USA,19.0,North America
5,2,5,5,4,3,1,5,2,1,High school,Female,228.0,USA,18.0,North America
3,6,5,1,3,5,3,6,5,1,High school,Female,228.0,USA,21.0,North America
5,6,2,2,1,2,5,2,3,1,Bachelor's degree,Female,228.0,USA,19.0,North America
5,3,6,3,6,5,4,5,5,1,Bachelor's degree,Female,156.0,NZL,21.0,Oceania
5,4,5,6,4,5,4,6,5,1,High school,Male,228.0,USA,19.0,North America
7,6,6,5,5,6,4,6,5,1,High school,Female,156.0,NZL,26.0,Oceania
1,1,2,1,1,3,2,2,3,1,High school,Female,58.0,USA,20.0,North America
5,3,5,5,4,4,3,4,4,1,High school,Female,156.0,NZL,25.0,Oceania
5,4,3,2,4,1,2,4,1,1,Bachelor's degree,Female,165.0,GBR,19.0,Europe
5,4,7,1,2,1,3,1,7,1,Bachelor's degree,Female,227.0,GBR,22.0,Europe
